time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
1.945035,-0.635570,-0.525007,0.527929,0.599475,-0.176089,0.078314
1.950035,-0.633415,-0.524954,0.528594,0.598357,-0.174350,0.079537
1.955035,-0.623808,-0.519931,0.524968,0.588828,-0.168782,0.080961
1.960036,-0.606825,-0.513241,0.516820,0.577170,-0.159443,0.081569
1.965036,-0.582676,-0.498034,0.503915,0.551739,-0.146593,0.081929
1.970036,-0.551635,-0.484279,0.485986,0.529531,-0.130649,0.081823
1.975036,-0.514146,-0.457935,0.462735,0.488507,-0.112177,0.081171
1.980036,-0.470865,-0.436460,0.433890,0.456201,-0.091894,0.080405
1.985037,-0.422628,-0.398316,0.399366,0.400912,-0.070687,0.078812
1.990037,-0.370256,-0.368919,0.359208,0.359917,-0.049496,0.077504
1.995037,-0.314599,-0.319069,0.313604,0.293025,-0.029241,0.075212
2.000037,-0.256399,-0.282197,0.262906,0.245324,-0.010777,0.073490
2.005037,-0.196247,-0.221925,0.207586,0.169899,0.005159,0.070633
2.010037,-0.134747,-0.178918,0.148381,0.117577,0.017922,0.068554
2.015036,-0.072725,-0.111617,0.086540,0.037426,0.027006,0.065241
2.020036,-0.011006,-0.065906,0.023500,-0.016274,0.032165,0.062963
2.025036,0.049710,0.002184,-0.039308,-0.095892,0.033419,0.059571
2.030035,0.108862,0.046346,-0.100637,-0.147708,0.031005,0.057410
2.035035,0.166111,0.109601,-0.159468,-0.222659,0.025310,0.054439
2.040035,0.221161,0.149260,-0.215069,-0.270406,0.016802,0.052701
2.045034,0.273745,0.204372,-0.266920,-0.338170,0.006002,0.050543
2.050034,0.323665,0.238015,-0.314716,-0.380560,-0.006556,0.049434
2.055033,0.370770,0.283775,-0.358330,-0.439720,-0.020348,0.048270
2.060033,0.414934,0.311196,-0.397798,-0.476146,-0.034893,0.047827
2.065033,0.456032,0.347891,-0.433271,-0.526247,-0.049754,0.047654
2.070032,0.493958,0.369540,-0.464946,-0.556636,-0.064543,0.047856
2.075032,0.528661,0.398119,-0.493082,-0.597818,-0.078935,0.048597
2.080032,0.560034,0.414711,-0.517985,-0.622429,-0.092676,0.049411
2.085031,0.587922,0.436095,-0.539929,-0.655179,-0.105539,0.051170
2.090031,0.612130,0.448132,-0.559017,-0.674168,-0.117201,0.052674
2.095031,0.632303,0.462954,-0.575242,-0.698078,-0.127271,0.055372
2.100030,0.648037,0.470712,-0.588552,-0.710752,-0.135327,0.057426
2.105030,0.658895,0.479183,-0.598863,-0.724457,-0.140954,0.060821
2.110029,0.664459,0.482708,-0.606057,-0.729817,-0.143777,0.063245
2.115029,0.664532,0.484857,-0.610080,-0.731996,-0.143578,0.067025
2.120029,0.659105,0.484250,-0.610872,-0.729505,-0.140265,0.069564
2.125028,0.648269,0.480319,-0.608392,-0.719900,-0.133891,0.073317
2.130028,0.632357,0.475738,-0.602647,-0.709724,-0.124681,0.075732
2.135028,0.611972,0.466126,-0.593764,-0.689325,-0.113047,0.079160
2.140027,0.587934,0.458041,-0.582035,-0.672779,-0.099588,0.081330
2.145027,0.561270,0.443844,-0.567868,-0.644566,-0.084965,0.084380
2.150027,0.533113,0.433351,-0.551750,-0.624155,-0.069817,0.086238
2.155026,0.504489,0.416668,-0.534212,-0.592220,-0.054705,0.088721
2.160026,0.476262,0.405237,-0.515849,-0.570672,-0.040110,0.090196
2.165025,0.449103,0.388110,-0.497226,-0.538862,-0.026383,0.092180
2.170025,0.423416,0.376917,-0.478761,-0.518357,-0.013704,0.093370
2.175025,0.399398,0.360696,-0.460770,-0.489046,-0.002144,0.094992
2.180024,0.377131,0.350339,-0.443537,-0.470659,0.008264,0.096007
2.185024,0.356645,0.335654,-0.427133,-0.444855,0.017600,0.097378
2.190024,0.337921,0.326509,-0.411534,-0.428781,0.025979,0.098149
2.195023,0.320813,0.313722,-0.396710,-0.406238,0.033503,0.099098
2.200023,0.305103,0.305759,-0.382499,-0.392077,0.040305,0.099575
2.205023,0.290495,0.294443,-0.368704,-0.371782,0.046512,0.100061
2.210022,0.276676,0.287172,-0.355106,-0.358659,0.052233,0.100235
2.215022,0.263354,0.276404,-0.341557,-0.339315,0.057541,0.100312
2.220021,0.250276,0.269174,-0.327938,-0.326515,0.062484,0.100260
2.225021,0.237259,0.258071,-0.314154,-0.307291,0.067090,0.100046
2.230021,0.224174,0.250427,-0.300105,-0.294366,0.071385,0.099810
2.235020,0.210925,0.238504,-0.285749,-0.274736,0.075376,0.099326
2.240020,0.197497,0.230241,-0.271088,-0.261487,0.079057,0.098919
2.245020,0.183997,0.217515,-0.256173,-0.241445,0.082414,0.098162
2.250019,0.170523,0.208882,-0.241054,-0.228014,0.085437,0.097551
2.255019,0.157213,0.195879,-0.225855,-0.207931,0.088113,0.096484
2.260019,0.144123,0.187223,-0.210616,-0.194606,0.090450,0.095673
2.265018,0.131313,0.174357,-0.195424,-0.174824,0.092451,0.094322
2.270018,0.118835,0.165897,-0.180396,-0.161853,0.094115,0.093345
2.275017,0.106734,0.153457,-0.165603,-0.142807,0.095458,0.091780
2.280017,0.095030,0.145361,-0.151092,-0.130410,0.096495,0.090678
2.285017,0.083669,0.133455,-0.136955,-0.112357,0.097241,0.088967
2.290016,0.072646,0.125687,-0.123203,-0.100685,0.097712,0.087789
2.295016,0.062005,0.114363,-0.109869,-0.083758,0.097924,0.085969
2.300016,0.051761,0.107053,-0.096961,-0.072862,0.097900,0.084722
2.305015,0.041896,0.096441,-0.084504,-0.057118,0.097661,0.082815
2.310015,0.032402,0.089605,-0.072503,-0.047025,0.097227,0.081524
2.315015,0.023257,0.079704,-0.060896,-0.032397,0.096622,0.079560
2.320014,0.014477,0.073355,-0.049670,-0.022976,0.095861,0.078233
2.325014,0.006117,0.064290,-0.038822,-0.009339,0.094965,0.076229
2.330014,-0.001835,0.058553,-0.028273,-0.000512,0.093950,0.074883
2.335013,-0.009423,0.050354,-0.018016,0.012350,0.092827,0.072854
2.340013,-0.016730,0.045097,-0.008107,0.020634,0.091604,0.071495
2.345012,-0.023795,0.037481,0.001461,0.032637,0.090286,0.069447
2.350012,-0.030637,0.032569,0.010682,0.040357,0.088882,0.068074
2.355012,-0.037277,0.025431,0.019547,0.051501,0.087398,0.066002
2.360011,-0.043672,0.020858,0.028038,0.058623,0.085847,0.064618
2.365011,-0.049778,0.014331,0.036154,0.068850,0.084239,0.062548
2.370011,-0.055612,0.010192,0.043906,0.075369,0.082583,0.061171
2.375010,-0.061160,0.004316,0.051305,0.084715,0.080890,0.059120
2.380010,-0.066385,0.000651,0.058323,0.090633,0.079173,0.057770
2.385010,-0.071319,-0.004511,0.064964,0.099047,0.077443,0.055769
2.390009,-0.075900,-0.007678,0.071226,0.104343,0.075706,0.054460
2.395009,-0.080138,-0.012038,0.077090,0.111792,0.073976,0.052537
2.400008,-0.084035,-0.014682,0.082515,0.116400,0.072260,0.051282
2.405008,-0.087611,-0.018290,0.087491,0.122755,0.070567,0.049438
2.410008,-0.090893,-0.020477,0.091974,0.126589,0.068902,0.048229
2.415007,-0.093904,-0.023456,0.096001,0.131780,0.067271,0.046450
2.420007,-0.096610,-0.025219,0.099554,0.134852,0.065683,0.045292
2.425007,-0.098955,-0.027462,0.102634,0.138872,0.064145,0.043609
2.430006,-0.100991,-0.028727,0.105272,0.141186,0.062658,0.042520
2.435006,-0.102774,-0.030349,0.107563,0.144225,0.061220,0.040936
2.440006,-0.104306,-0.031246,0.109531,0.145982,0.059832,0.039914
2.445005,-0.105604,-0.032336,0.111182,0.148225,0.058493,0.038429
2.450005,-0.106678,-0.032898,0.112538,0.149473,0.057203,0.037471
2.455004,-0.107577,-0.033553,0.113666,0.151061,0.055957,0.036078
2.460004,-0.108274,-0.033843,0.114568,0.151932,0.054752,0.035179
2.465004,-0.108770,-0.034056,0.115220,0.152921,0.053590,0.033872
2.470003,-0.109090,-0.034073,0.115587,0.153342,0.052478,0.033028
2.475003,-0.109190,-0.033854,0.115780,0.153756,0.051405,0.031816
2.480003,-0.109070,-0.033543,0.115785,0.153872,0.050370,0.031042
2.485002,-0.108794,-0.032911,0.115586,0.153790,0.049376,0.029920
2.490002,-0.108392,-0.032403,0.115128,0.153520,0.048428,0.029193
2.495002,-0.107800,-0.031428,0.114465,0.152860,0.047516,0.028142
2.500001,-0.106921,-0.030560,0.113636,0.152277,0.046631,0.027479
2.505001,-0.105728,-0.028898,0.112658,0.151210,0.045774,0.026549
2.510000,-0.104261,-0.027580,0.111556,0.150390,0.044942,0.025968
2.515000,-0.102637,-0.025428,0.110324,0.148993,0.044134,0.025133
2.520000,-0.100969,-0.023965,0.108953,0.147943,0.043353,0.024590
2.524999,-0.099325,-0.021812,0.107434,0.146190,0.042600,0.023782
2.529999,-0.097739,-0.020433,0.105706,0.144853,0.041880,0.023243
2.534999,-0.096156,-0.018380,0.103782,0.142611,0.041190,0.022444
2.539998,-0.094581,-0.017025,0.101717,0.140998,0.040528,0.021921
2.544998,-0.093035,-0.015035,0.099581,0.138494,0.039883,0.021146
2.549998,-0.091516,-0.013735,0.097396,0.136785,0.039253,0.020636
2.554997,-0.089935,-0.011718,0.095097,0.134079,0.038645,0.019894
2.559997,-0.088258,-0.010302,0.092718,0.132205,0.038055,0.019421
2.564996,-0.086494,-0.008081,0.090334,0.129383,0.037478,0.018745
2.569996,-0.084602,-0.006503,0.088004,0.127539,0.036913,0.018323
2.574996,-0.082554,-0.003952,0.085783,0.124900,0.036356,0.017740
2.579995,-0.080410,-0.002176,0.083643,0.123202,0.035808,0.017378
2.584995,-0.078266,0.000479,0.081500,0.120646,0.035271,0.016852
2.589995,-0.076115,0.002250,0.079249,0.118854,0.034753,0.016514
2.594994,-0.073896,0.004982,0.076892,0.116035,0.034250,0.016031
2.599994,-0.071626,0.006840,0.074469,0.114101,0.033760,0.015723
2.604994,-0.069331,0.009652,0.072009,0.111151,0.033280,0.015280
2.609993,-0.067017,0.011540,0.069483,0.109130,0.032811,0.014997
2.614993,-0.064728,0.014336,0.066883,0.106011,0.032352,0.014582
2.619992,-0.062465,0.016176,0.064277,0.103922,0.031895,0.014309
2.624992,-0.060189,0.018952,0.061694,0.100817,0.031437,0.013908
2.629992,-0.057871,0.020832,0.059139,0.098767,0.030973,0.013645
2.634991,-0.055472,0.023754,0.056669,0.095795,0.030500,0.013259
2.639991,-0.053004,0.025759,0.054360,0.093941,0.030017,0.013009
2.644991,-0.050499,0.028807,0.052190,0.091324,0.029529,0.012642
2.649990,-0.048004,0.030834,0.050168,0.089697,0.029035,0.012399
2.654990,-0.045574,0.033791,0.048239,0.087362,0.028540,0.012034
2.659990,-0.043271,0.035662,0.046359,0.085845,0.028051,0.011791
2.664989,-0.041146,0.038254,0.044538,0.083642,0.027562,0.011413
2.669989,-0.039249,0.039801,0.042784,0.082227,0.027073,0.011148
2.674989,-0.037620,0.041802,0.041124,0.080220,0.026579,0.010723
2.679988,-0.036154,0.043005,0.039561,0.078959,0.026085,0.010430
2.684988,-0.034837,0.044627,0.038055,0.077136,0.025595,0.009985
2.689987,-0.033646,0.045605,0.036580,0.075946,0.025113,0.009687
2.694987,-0.032505,0.047015,0.035102,0.074156,0.024639,0.009247
2.699987,-0.031359,0.047958,0.033617,0.072958,0.024173,0.008961
2.704986,-0.030149,0.049445,0.032113,0.071135,0.023714,0.008550
2.709986,-0.028848,0.050508,0.030581,0.069899,0.023264,0.008290
2.714986,-0.027470,0.052190,0.029015,0.068001,0.022834,0.007935
2.719985,-0.026048,0.053344,0.027490,0.066768,0.022443,0.007731
2.724985,-0.024581,0.055122,0.026034,0.065001,0.022109,0.007498
2.729985,-0.023089,0.056321,0.024638,0.063873,0.021849,0.007403
2.734984,-0.021595,0.058113,0.023329,0.062288,0.021685,0.007376
2.739984,-0.020128,0.059275,0.022134,0.061328,0.021640,0.007448
2.744983,-0.018711,0.060949,0.021091,0.060075,0.021733,0.007713
2.749983,-0.017393,0.061974,0.020201,0.059369,0.021983,0.008006
2.754983,-0.016172,0.063385,0.019405,0.058430,0.022408,0.008644
2.759982,-0.015017,0.064260,0.018628,0.057827,0.023028,0.009222
2.764982,-0.013938,0.065462,0.017850,0.056937,0.023864,0.010342
2.769982,-0.012914,0.066205,0.017068,0.056351,0.024933,0.011273
2.774981,-0.011877,0.067315,0.016269,0.055467,0.026249,0.012967
2.779981,-0.010819,0.068060,0.015478,0.054897,0.027819,0.014300
2.784981,-0.009799,0.069109,0.014725,0.054108,0.029651,0.016610
2.789980,-0.008874,0.069718,0.014002,0.053621,0.031761,0.018366
2.794980,-0.008041,0.070501,0.013319,0.052961,0.034162,0.021339
2.799979,-0.007307,0.070928,0.012608,0.052518,0.036863,0.023558
2.804979,-0.006604,0.071507,0.011851,0.051827,0.039874,0.027258
2.809979,-0.005954,0.071837,0.011096,0.051385,0.043200,0.029974
2.814978,-0.005348,0.072263,0.010384,0.050802,0.046847,0.034426
2.819978,-0.004725,0.072545,0.009738,0.050484,0.050818,0.037650
2.824978,-0.004087,0.072969,0.009176,0.050136,0.055117,0.042873
2.829977,-0.003428,0.073254,0.008653,0.049954,0.059749,0.046619
2.834977,-0.002776,0.073650,0.008137,0.049719,0.064712,0.052633
2.839977,-0.002201,0.073838,0.007604,0.049571,0.070012,0.056909
2.844976,-0.001661,0.074056,0.007065,0.049379,0.075652,0.063728
2.849976,-0.001146,0.074169,0.006557,0.049299,0.081632,0.068542
2.854975,-0.000683,0.074257,0.006104,0.049277,0.087953,0.076162
